city,district,special provider,provider type,name,specialties,address,mon-fri,sat-sun,appointment tel,foreign lang. service,appointment recommended,website,cn_address,lat,long
Shanghai,Changning District,No,Dental,Dr Wells Shanghai Landun Dental Clinic (China),Dental,"1F-2F, 308 Tianshan Road, Changning District, Shanghai",10:00 am - 7:00 pm,10:00 am - 7:00 pm,01-3080109,Eng,Yes,,上海市长宁区天山路308号1-2楼,31.215744,121.384374
Shanghai,Changning District,No,Dental,New York Dental Clinic,Dental,"129 East Fugui Road, Changning District, Shanghai", 9:00 am - 6:30 pm,Saturday: 9:00 am - 6:30 pm Sunday: please make appointment.,01-6781181,Eng,Yes,,上海市长宁区富贵东路129号,31.194579,121.406541
Shanghai,Changning District,No,Dental,Shanghai Byer Dental Clinic-Changning Longzhimeng Plaza Office,Dental,"Room 5029, 5F Longzhimeng Plaza, 1018 Changing Road, Changning District, Shanghai",10:00 am - 8:00 pm,10:00 am - 8:00 pm,"01-51698778
00-630-1960",Eng,Yes,,上海市长宁区长宁路1018号龙之梦购物中心5楼5029号铺,31.219129,121.416659
Shanghai,Changning District,No,Dental,Tokushinkai Takashimaya Dental Clinic,Dental,"5F Takashimaya Shopping Mall, 1438 Hongqiao Road, Changning District Shanghai",10:00 am - 8:00 pm,10:00 am - 8:00 pm,01-66886,"Eng
Jp",Yes,,上海市长宁区虹桥路1438号高岛屋百货5楼,31.197232,121.402529
Shanghai,Changning District,No,Dental,Tokushinkai Dental Clinic Shanghai(Hong Qiao),Dental,"3F Maxdo Centre, 8 Xingyi Road, Changning District, Shanghai",10:00 am - 8:00 pm,10:00 am - 8:00 pm,01-508008,"Eng
Jp",Yes,,上海市长宁区兴义路8号万都中心3楼,31.204874,121.405096
Shanghai,Changning District,No,Dental,Alpha Dental Clinic,Dental,"#206 T1, SOHO Tianshan Plaza, No. 1737 Tian Shan Road",10:00 am - 7:00 pm,10:00 am - 7:00 pm,"01-670875
13918111319  After office/Emergency","Eng
Kr",Yes,,长宁区天山路1737号 SOHO天山广场 T1 206室,31.20942,121.408389
Shanghai,Changning District,No,Dental,Shanghai ARRAIL Dental Clinic-Hongqiao Clinic,Dental,"1F Yang'zi Centre, 2110 West Yan'an Road, Changning District, Shanghai",Tuesday - Sunday: 9:00 am - 5:30 pm Monday is closed.,Tuesday - Sunday: 9:00 am - 5:30 pm Monday is closed.,01- 659733,Eng,Yes,,上海市长宁区延安西路2110号扬子中心1层,31.202836,121.405881
Shanghai,Xuhui District,No,Dental,Dr Wells Shanghai Lanhua Dental Clinic (China),Dental,"Room A, 8F 9 Joy Tower, Zhenning Road, Changning District, Shanghai",10:00 am - 7:00 pm,10:00 am - 7:00 pm,01-55508,Eng,Yes,,上海市长宁区镇宁路9号九尊大厦8楼A室,31.214963,121.438547
Shanghai,Xuhui District,No,Dental,CAD Dental Centre,Dental,"3F, Building 692, Yongping li, 199 Hengshan road, Xuhui district, shanghai", 9:00 am - 6:00 pm,Saturday:9:00 am - 6:00 pm Sunday is closed,"01-6377100
01-6375911  H emergency",Eng,Yes,,上海市徐汇区衡山路199号永平里692幢3楼,31.205019,121.447126
Shanghai,Putuo District,No,Dental,Shanghai ARRAIL Dental Clinic-Putuo Parkside Plaza Clinic,Dental,"402 Joy City arrail dentistry, No 196, daduhe road, putuo district, Shanghai",10:00 am - 6:00 pm,"10:00 am - 6:00 pm""",01-3571100,Eng,Yes,,上海市普陀区大渡河路196号大悦城402,31.222093,121.39489
Shanghai,Pudong New District,No,Dental,Dr Wells Shanghai Lanbo Dental Clinic (China),Dental,"2F, 172 Pucheng Road, Pudong New District, Shanghai",10:00 am - 7:00 pm,10:00 am - 7:00 pm,01-68600013,Eng,Yes,,上海市浦东新区浦城路172号2楼,31.229918,121.511606
Shanghai,Pudong New District,No,Dental,Kowa Dental Inc,Dental,"3S10-3S19, 3F Jinmao Tower, 88 Century Avenue, Pudong New District, Shanghai",9:00 am - 8:30 pm,9:00 am - 8:30 pm,"01-5108
00-6060-","Eng
Jp",Yes,,上海市浦东新区世纪大道88号金茂大厦裙房时尚生活中心3楼3S10-3S19,31.235104,121.505148
Shanghai,Pudong New District,No,Dental,Shanghai Byer Dental Clinic-Pudong Hua Mu Dental Clinic,Dental,"Room 221-222, 1099 Meihua Road, Pudong New District, Shanghai",9:30 am - 6:00 pm,9:30 am - 6:00 pm,"01-51085737
00-630-1960",Eng,Yes,,上海市浦东新区梅花路1099号221-222室,31.210947,121.56117
Shanghai,Pudong New District,No,Dental,Shanghai Byer Dental Clinic-Pudong Laya Plaza Office,Dental,"Room 201-204, 1275 Yingchun Road, Pudong New District, Shanghai",10:00 am - 7:30 pm,10:00 am - 7:30 pm,"01-51087766
00-630-1960",Eng,Yes,,上海市浦东新区迎春路1275号201-204室,31.226917,121.561989
Shanghai,Pudong New District,No,Dental,Tokushinkai Dental Clinic Shanghai (Jin Qiao),Dental,"160 Lan'an Road, Pudong New District, Shanghai",10:00 am - 8:00 pm,10:00 am - 8:00 pm,"01-50307858
01-50307868",Eng,Yes,,上海市浦东新区蓝桉路160号,31.239217,121.584778
Shanghai,Pudong New District,No,Dental,Tokushinkai Dental Clinic Shanghai(Lian Yang) ,Dental,"1198 Dingxiang Road, Pudong New District, Shanghai",10:00 am - 8:00 pm,10:00 am - 8:00 pm,"01-6856100
01-6856105","Eng
Kr
Jp",Yes,,上海市浦东新区丁香路1198号,31.228289,121.559522
Shanghai,Pudong New District,No,Dental,ShangHai LanXin Dental,Dental," 1F Huadu Mansion, 828 Zhangyang Road, Pudong New District, Shanghai",9:00 am - 6:00 pm,9:00 am - 6:00 pm,01-6867000,Eng,Yes,,上海市浦东新区张扬路828号华都大厦1楼南门,31.228639,121.523322
Shanghai,Pudong New District,No,Dental,Shanghai ARRAIL Dental Clinc-HongJia Clinic,Dental," Room 206-208, Hongjia Tower, 388 Fushan Road, Pudong New District, Shanghai", 9:30 am - 5:30 pm, 9:30 am - 5:30 pm,01-50663380,Eng,Yes,,上海市浦东新区福山路388号宏嘉大厦206-208室,31.22472,121.530516
Shanghai,Pudong New District,No,Dental,Shanghai ARRAIL Dental Clinic-Time Clinic,Dental,"Room 416-417, Huarun Time Square, 500 Zhangyang Road, Pudong New District, Shanghai",10:00 am - 6:00 pm,10:00 am - 6:00 pm,01-58368100,Eng,Yes,,上海市浦东新区张扬路500号华润时代广场416-417室,31.227004,121.517986
Shanghai,Pudong New District,No,Dental,Shanghai ARRAIL Dental Clinic-Zhengda Clinic,Dental,"F16, B1 Super Brand Mall, 168 West Lujiazui Road, Pudong New District, Shanghai",10:00 am - 6:00 pm,10:00 am - 6:00 pm,01-5076878,Eng,Yes,,上海市浦东新区陆家嘴西路168号正大广场地下一层F16室,31.236191,121.49893
Shanghai,Pudong New District,No,Dental,DD Dental,Dental,"Room B09, No.43, Lane 618 Qingtong Road, Zhangjiang, Pudong New District, Shanghai",Tuesday - Saturday: 9:00 am - 5:30 pm Sunday and Monday are closed.,Tuesday - Saturday: 9:00 am - 5:30 pm Sunday and Monday are closed.,01-6169060,Eng,Yes,,上海市浦东新区张江青桐路618弄43号地下商业街09室,31.213754,121.617916
Shanghai,Jing'an District,No,Dental,Shanghai  Branemark Osseointegration Center,Dental,"Unit 368, Shanghai Centre, 1376 Nanjing Road West, Shanghai", 9:30 am - 6:30 pm,Sunday is closed.,01-689 8101,Eng,Yes,,上海静安区南京西路1376号上海商城3楼368室,31.227204,121.45204
Shanghai,Jing'an District,No,Dental,Tokushinkai Dental Clinic Shanghai (Jing An),Dental,"2F, 555 West Nanjing Road, Jing'an District, Shanghai",10:00 am - 6:00 pm,10:00 am - 6:00 pm,01-630070,"Eng
/Japanes",Yes,,上海市静安区南京西路555号555商厦2楼 (成都北路口),31.230512,121.466484
Shanghai,Jing'an District,No,Dental,Jsmiles Dental Clinic,Dental,"1206 Westgate Plaza, 1038 West Nanjing Road, Jing'an District, Shanghai",Tuesday - Saturday: 9:30 am - 6:00 pm Sunday and Monday are closed.,Tuesday - Saturday: 9:30 am - 6:00 pm Sunday and Monday are closed.,"01-3530630
00-6306-30",Eng,Yes,,上海市静安区南京西路1038号梅龙镇广场1206室,31.229054,121.456814
Shanghai,Jing'an District,No,Dental,Shanghai Arrail Dental Clinic-Jing'an Park Clinic,Dental,"Room 102, 1F Apollo Building, 1440 Middle Yan'an Road, Jing'an District, Shanghai",10:00 am - 6:00 pm,10:00 am - 6:00 pm,01-351519,Eng,Yes,,上海市静安区延安中路1440号阿波罗大厦102室,31.221624,121.447294
Shanghai,Huangpu District,No,Dental,Malo Clinic,Dental,"4F, 215 Hefei Road, Huangpu District, Shanghai",9:30 am - 6:00 pm,Saturday: 9:30 am - 6:00 pm Sunday is closed.,00-880-506,Eng,Yes,,上海市黄浦区合肥路215号4楼,31.214727,121.476261
Shanghai,Huangpu District,No,Dental,Shanghai Byer Dental Clinic-East Tian Di Dental Clinic,Dental,"3F Dong Fang Tian Di, 338 Xu Jia Hui Road, Huangpu District, Shanghai",9:30 am - 8:00 pm,9:30 am - 8:00 pm,"01-510866
00-630-1960",Eng,Yes,,上海市黄浦区徐家汇路338号东方天地3楼,31.209219,121.475078
Shanghai,Huangpu District,No,Dental,Tokushinkai Dental Clinic Shanghai (Ge Wei),Dental,"4F Office Building, Shanghai Times Square, 93 Middle Huaihai Road, Huangpu District, Shanghai",10:00 am - 6:00 pm,10:00 am - 6:00 pm,"00-80-3935
01-3366619","Eng
Jp",Yes,,上海市黄浦区淮海中路93号大上海时代广场办公楼4楼,31.224435,121.479385
Shanghai,Huangpu District,No,Dental,Rejoy Dental Clinic,Dental,"906-907 South Tower, Hong Kong Plazaz, 283 Middle Huihai Road, Huangpu District, Shanghai",10:00 am - 6:00 pm,10:00 am - 6:00 pm,"01-33315660
01-33315001","Eng
Jp",Yes,,上海市黄浦区淮海中路283号香港广场南座906-907室,31.222971,121.475114
Shanghai,Huangpu District,No,Dental,Shanghai Ruide Dental Clinic (Temporarily Closed),Dental," Section C, 25F, 666 Fuzhou Road, Huangpu District, Shanghai",9:00 am - 5:30 pm,9:00 am - 5:30 pm,01-53066936,"Eng
Jp",Yes,,上海市黄浦区福州路666号25层C区,31.232515,121.477745
Shanghai,Huangpu District,No,Dental,Shanghai ARRAIL Dental Clinc-Henderson Metropolitan Clinic,Dental,"L404 Henderson Metropolitan, 300 East Nanjing Road, Huangpu District, Shanghai",10:00 am - 6:00 pm,10:00 am - 6:00 pm,01-6333,Eng,Yes,,上海市黄浦区南京东路300号恒基名人购物中心L404室,31.237935,121.484097
Shanghai,Huangpu District,No,Dental,Shanghai ARRAIL Dental Clinic-Corporate Avenue Clinic,Dental," 2F, 2 Corporate Avenue, 202 Hubin Road, Luwan District, Shanghai", 9:00 am - 5:30 pm, 9:00 am - 5:30 pm,01-53966539,Eng,Yes,,上海市黄浦区湖滨路202号企业天地商业中心2号楼2楼,31.22079,121.476679
Shenzhen,Nanshan District,No,Wellness Checkup,Meinian Health Nanshan Science and Technology South District Clinic,Physical Checkup,"2F Fucheng Building, 3 South Gaoxin First Avenue, Nanshan District, Shenzhen","Tuesday - Sunday: 8:00 am - 12:00 pm, 2:00 pm - 4:00 pm Monday is closed.","8:00 am - 12:00 pm, 2:00 pm - 4:00 pm","01-13913 ext. 8308
1500058316 ",Eng,Yes,,深圳市南山区高新南一道三号富诚大厦2楼,22.538589,113.954439
Shenzhen,Nanshan District,No,Wellness Checkup,Meinian Health Nanshan Science and Technology District Clinic,Physical Checkup,"12F, Building No.2, Finance Center, Shenzhen Science and Technology Industrial Park Mansion, 6 Keyuan Road, Nanshan District, Shenzhen","Wednesday - Monday: 8:00 am - 12:00 pm, 2:00 pm - 4:00 pm Tuesday is closed.","8:00 am - 12:00 pm, 2:00 pm - 4:00 pm","01-13913 ext. 8308
1500058316 ",Eng,Yes,,深圳市南山区科苑路6号深圳科技工业园大厦金融中心2栋12楼,22.543664,113.945998
Shenzhen,Nanshan District,No,Wellness Checkup,Meinian Health Nanshan Shekou Clinic,Physical Checkup,"7F, Building No.5, Meinian Square, Nanhai Avenue, Nanshan District, Shenzhen","Tuesday - Sunday: 8:00 am - 12:00 pm, 2:00 pm - 4:00 pm Monday is closed.","8:00 am - 12:00 pm, 2:00 pm - 4:00 pm","01-13913 ext. 8308
1500058316 ",Eng,Yes,,深圳市南山区南海大道美年广场5栋7楼,22.50357,113.920479
Shenzhen,Nanshan District,No,Private,Shenzhen HOME Women's and Children's Hospital,"OB/GYN, Pediatrics","12018 Shennan Avenue, Nanshan District, Shenzhen",8:30 am - 5:30 pm,8:30 am - 5:30 pm,"0755-33391333
0755-33919133  H hotline",Eng,"",,深圳市南山区深南大道12018号,22.540861,113.922083
Shenzhen,Nanshan District,No,Private,Shenzhen Amcare Women & Children's Hospital,"OB/GYN, Pediatrics","2059 Nanxin Road, Nanshan District, Shenzhen",8:30 am - 5:00 pm ,8:30 am - 5:00 pm ,0755-36886789,Eng,Yes,,深圳市南山区南新路2059号,22.526301,113.918729
Shenzhen,Nanshan District,No,Private,Shenzhen Can Am International Medical Center,"General medicine, Pediatrics, OB/GYN","E0119 Fraser Place, 1033 Nanhai Avenue, Shekou, Nanshan District Shenzhen",9:00 am - 6:00 pm ,"Saturday: 9:00 am - 1:00 pm, Sunday is closed.",0755-6887106,Eng,"",,深圳市南山区蛇口南海大道1033号泰格国际公寓E0119,22.483877,113.912469
Shenzhen,Nanshan District,No,Private,Shenzhen Puji Clinic (Temporarily Closed),"Health Checkup, Gynaecology, TCM, ENT","2F Huibin Square, 4333 Dongbin Road, Nanshan District, Shenzhen",9:00 am - 6:00 pm,9:00 am - 6:00 pm,"0755-691333
0755-691709
13666999",Jp,Yes,,深圳市南山区东滨路4333号汇滨广场二期裙楼2层,22.509204,113.917588
Shenzhen,Nanshan District,No,Private,Shenzhen Renji International Clinic,Physical Checkup,"VIP Department, 3F Tianxia Tongjian Building No.6, Nanxin Road, Nanshan District, Shenzhen","8:30 am - 12:00 pm, 2:00 pm - 6:00 pm","Saturday: 8:30 am - 12:00 pm, 2:00 pm - 6:00 pm Sunday is closed.",0755-6079966 ,"Eng
Jp",Yes,,深圳市南山区南新路田厦统建搂6栋3楼外宾部,22.530323,113.919613
Shenzhen,Nanshan District,No,Private,Shenzhen Vista-SK International Medical Center,"Family Medicine, Gynecology, Pediatrics, Dental Clinic, Sports Medicine","4F, Building 4C, ShenZhen Software Industry Base, Xuefu Road, Nanshan District, Shenzhen",9:00 am - 9:00 pm,9:00 am - 9:00 pm,0755-36899833,"Eng
Jp
Kr
Ger
Span
/Cantonese","",,深圳市南山区学府路深圳软件产业基地4栋C座裙楼4层,22.523252,113.937709
Shenzhen,Nanshan District,No,Private,Distinct HealthCare Coastal City Medical Center,Pediatric,"Room 901-903, Block C, Tiley Central Plaza, Haide 3rd Road, Nanshan District, Shenzhen",8:30 am - 5:30 pm Pediatric emergency: 5:30 pm - 9:30 pm,8:30 am - 5:30 pm,0755-1677955,"Eng
Jp
Kr","",,深圳市南山区海德三道天利中央商务广场C座901-903单元,22.518494,113.93551
Shenzhen,Nanshan District,No,Private,Distinct HealthCare Specialty & Surgical Center,"Ophthalmology, Apnoea Monitor, Dermatology","5C, 5F Tower A, Wanrong Building, Forth Gongye Road, Nanshan District, Shenzhen","Monday, Wednesday - Friday: 8:30 am - 5:30 pm Tuesday is closed.",Saturday: 8:30 am - 5:30 pm Sunday is closed,0755-68805,"Eng
Jp
Kr","",,深圳市南山区工业四路万融大厦A座5层5C室,22.490134,113.915785
Shenzhen,Luohu District,No,Private,Far East Women & Children's Hospital International Medical Center,"Pediatric, Gynaecology, Obstetrics","5F, 2097 East Shennan Road, Luohu District, Shenzhen",8:30 am - 5:30 pm,8:30 am - 5:30 pm,"0755-861338
0755-88808888
15889733996  ER",Eng,"",,深圳市罗湖区深南东路2097号5楼,22.543435,114.123875
Shenzhen,Futian District,No,Private,Shenzhen Z'an TCM Clinic,TCM,"S169, Southern District, Central Book Mall, First Fuzhong Road, Futian District, Shenzhen (near No. 4 elevator)",10:00 am - 7:00 pm,10:00 am - 7:00 pm,"0755-5883388
15989361567","",Yes,,深圳市福田区福中一路中心书城南区S169（4号电梯旁）,22.546299,114.059364
Shenzhen,Futian District,No,Private,Chiho Medical Centre,"General Medicine, Internal Medicine, Surgery, Paediatrics, Gynaecology","Unit 203, Block B, International Chamber of Commerce, First Fuhua Road, Futian District, Shenzhen",9:00 am - 6:00 pm,"Saturday: 9:00 am - 1:00 pm, Sunday is closed.","0755-8830198
0755-8830168","","",,深圳市福田区福华一路国际商会大厦B座203室,22.537008,114.050292
Shenzhen,Futian District,No,Private,Distinct Healthcare Exhibition Center Clinic,"GP, Internal Medicine, OB/GYN, Paediatrics","40F Golden Central Tower, 3037 Jintian Rd, Futian District, Shenzhen",8:30 am - 5:30 pm,8:30 am - 5:30 pm,0755-8379801,"Eng
Kr","",,深圳市福田区金田路3037号金中环国际商务大厦40楼,22.53421,114.062477
Shenzhen,Futian District,No,Public,Beijing University Shenzhen Hospital VIP,"Gynecology, Ophthalmology, E.N.T., Dermatology","6F, Outpatient Department, 1120 Lianhua Road, Futian District, Shenzhen","8:00 am - 11:30 am, 2:00 pm - 5:00 pm","Saturday: 8:00 am - 11:30 am, 2:00 pm - 5:00 pm Sunday is closed.","0755-11  For Appointment
Chinese: 158006  For Appointment
Chinese: 0755-8393333 ext. 8607/8615
0755-835376 Consulting",Eng,"",www.pkuszh.com,深圳市福田区莲花路1120号门诊大楼6楼,22.555764,114.049779
Shenzhen,Futian District,No,Public,"Shenzhen 2nd People’s Hospital, VIP Department","Orthopedics, Neurosurgery, Urinary Surgery, E.N.T., Nephrology","VIP, 4F Yinhua Building, 3002 West Sungang Road, Futian District, Shenzhen","8:00 am - 12:00 pm, 2:00 pm - 5:00 pm",Closed,0755-83676000,Eng,"",www.szrch.com,深圳市福田区笋岗西路3002号银华大厦4楼特诊科,22.55633,114.084994
Shenzhen,Futian District,No,Public,"The University of Hong Kong - Shenzhen Hospital, International Medical Center","OB/GYN, Pediatrics, Orthopedics, Ophthalmology","Building V, 1 Haiyuan 1st Road, Futian District, Shenzhen","8:00 am - 12:30 pm, 2:00 pm - 5:00 pm Night OP: 5:30 pm - 8:00 am",Saturday Night OP: 5:30 pm - 8:00 am Sunday 24H (emergency),0755-86913388,Eng,"",www.hku-szh.org,深圳市福田区海园一路1号V栋,22.524152,113.994806
Shenzhen,Nanshan District,No,Dental,Shenzhen ARRAIL Dental Clinic-Heng Yu Clinic,Dental,"201 Block A，Hengyu Center, 19 Dengliang Road, Nanshan District, Shenzhen",9:00 am - 5:30 pm,9:00 am - 5:30 pm,0755-86380588,Eng,Yes,www.zsufivehos.com,深圳市南山区登良路19号恒裕中心A座201室,22.511142,113.924876
Shenzhen,Nanshan District,No,Dental,Shenzhen ARRAIL Dental Clinic-OCT Bay Clinic,Dental,"Unit 14, 4F Jacaranda Business Center, OCT BAY, 8 Baishi Road, Nanshan District, Shenzhen",9:00 am - 5:30 pm,9:00 am - 5:30 pm,0755-8656380,Eng,Yes,www.khhospital.com,深圳市南山区白石路8号欢乐海岸蓝楹国际商务中心4层14单元,22.526098,113.989863
Shenzhen,Luohu District,No,Dental,Shenzhen ARRAIL Dental Clinic-Di Wang Clinic,Dental,"",9:00 am - 5:30 pm,9:00 am - 5:30 pm,0755-5835788,Eng,Yes,,"深圳市罗湖区深南东路5002号信兴广场地王商业中心G3&G4层2单元Unit 2, G3&G4/F, Xinxing Square, Diwang Commercial Center, 5002 East Shennan Road, Luohu District, Shenzhen",22.542416,114.110263
Shenzhen,Futian District,No,Dental,Shenzhen Bybo Dental Clinic- Huaqiangbei Dental Clinic,Dental,"5-6F Beiqunxing Plaza Shopping Center, Futian District, Shenzhen",9:30 am - 6:00 pm,9:30 am - 6:00 pm,0755-83769986,Eng,Yes,,深圳福田区华强北群星广场购物中心5-6楼,22.548237,114.089005
Shenzhen,Futian District,No,Dental,Shenzhen ARRAIL Dental Clinic-Donghai Clinic,Dental,"Unit B, 7F, Tower B, East Pacific International Center, 7888 Shennan Road, Futian District, Shenzhen",9:00 am - 5:30 pm,9:00 am - 5:30 pm,0755-877886,Eng,Yes,,深圳市福田区深南大道7888号东海国际中心B座7楼B单元,22.53632,114.022
Shenzhen,Futian District,No,Dental,Shenzhen ARRAIL Dental Clinic-Noble Clinic,Dental,"Room A, 2F Noble Centre, 1006 Third Fuzhong Road, Futian District, Shenzhen",9:00 am - 5:30 pm,9:00 am - 5:30 pm,0755-80898,Eng,Yes,,深圳市福田区福中三路1006号诺德金融中心2层A单元,22.543223,114.063679
Shenyang,Shenhe District,No,Wellness Checkup,Meinian Health Shenhe Clinic (No VIP area),Physical Checkup,"69 Fengtian Street, Shenhe District, Shenyang","8:00 am - 12:00 pm, 1:00 pm - 3:30 pm","Saturday: 8:00 am - 12:00 pm, Sunday is closed.","01-13913 ext. 8308
1500058316 ",Eng,"",,沈阳市沈河区奉天街69号,41.790379,123.441615
Shenyang,Heping District,No,Wellness Checkup,Meinian Health Heping Clinic (VIP area),Physical Checkup,"1 South 7th Road, Heping District, Shenyang","8:00 am - 12:00 pm, 1:00 pm - 3:30 pm","Saturday: 8:00 am - 12:00 pm, Sunday is closed.","01-13913 ext. 8308
1500058316 ",Eng,"",,沈阳市和平区南七马路1号,41.782638,123.387993
Shenyang,Huanggu District,No,Private,Shenyang Madein Women's and Children's Hospital,"OB/GYN, Pediatrics","15 Taishan Road, Huanggu District, Shenyang",8:00 am - 7:00 pm Other time is for emergency.,8:00 am - 7:00 pm Other time is for emergency.,0-3383838,Eng,"",,沈阳市皇姑区泰山路15号（北陵公园正门）,41.83869,123.427069
Shenyang,Dadong District,No,Dental,Shenyang Da Dong Bybo Dental Clinic,Dental,"No.64 Dashizi Street, Dadong District,Shenyang  ",9:00 am - 6:00 pm,9:00 am - 6:00 pm,0-303300,Eng,Yes,,沈阳市大东区大什字街64号,41.79978,123.46754
Shenyang,Heping District,No,Dental,Shenyang Heping Bybo Dental Clinic,Dental,"No.90 Zhongshan Road, Heping District,Shenyang",9:00 am - 6:00 pm,9:00 am - 6:00 pm,0-303300,"",Yes,,沈阳市和平区中山路90号,41.796521,123.406748
Shenyang,Tiexi District,No,Dental,Shenyang Tiexi Bybo Dental Clinic,Dental,"Unit7, No.33, Yunfeng Street, Tiexi District, Shenyang",9:00 am - 6:00 pm,9:00 am - 6:00 pm,0-303300,"",Yes,,沈阳市铁西区云峰街33号（7门）,41.793697,123.379723
Shijiazhuang,Qiaoxi District,No,Wellness Checkup,Meinian Health Qiaoxi Clinic,Physical Checkup,"75 North Youyi Street, Qiaoxi District, Shijiazhuang","7:30 am - 12:00 pm, 1:30 pm - 5:30 pm","Saturday: 7:30 am - 12:00 pm, Sunday is closed.","01-13913 ext. 8308
1500058316 ",Eng,Yes,,石家庄市桥西区友谊北大街75号,38.0455,114.45203
Suzhou,Xiangcheng District,No,Wellness Checkup,Meinian Health Xiangcheng Clinic,Physical Checkup,"1-2F Decheng Jiayuan Plaza, 1539 Jiayuan Road, Xiangcheng District, Suzhou",Tuesday - Sunday: 7:15 am - 10:30 am Monday is closed.,7:15 am - 10:30 am,"01-13913 ext. 8308
1500058316 ",Eng,Yes,,苏州市相城区嘉元路1539号德诚嘉元广场1-2F,31.372161,120.635086
Suzhou,Industrial Park,No,Wellness Checkup,Meinian Health Donghuan Clinic,Physical Checkup,"5F, 1500 Donghuan Road, Suzhou Industrial Park, Suzhou",Tuesday - Sunday: 7:30 am - 10:30 am Monday is closed.,7:15 am - 10:30 am,"01-13913 ext. 8308
1500058316 ",Eng,Yes,,苏州市工业园区东环路1500号5层,31.319004,120.648679
Suzhou,Industrial Park,Yes,Private,ParkwayHealth SIP Medical Center,"GP, Dental Service, Psychology, Behavioral Health","Room 203, Building No.10, 1 Ligongdi Road, Suzhou Industrial Park, Suzhou",10:00 am - 7:00 pm,Saturday: 10:00 am - 5:00 pm (Only physical therapy service is available. Need appointment. ) Sunday is closed.,051-6790390  H,Eng,"",,苏州市工业园区李公堤路1号10栋203,31.298071,120.695929
Suzhou,High Tech Zone,No,Private,Suzhou BenQ International Medical Center,"GP, Dental, Rehabilitation, Surgery, Health Checkup","2F, 181 Zhuyuan Road, Gaoxin District, Suzhou",8:00 am - 5:00 pm,"Saturday: 8:00 am - 12:00 pm, Sunday is closed.","051-80838800 ext. 5800
051-66678800",Eng,"",,苏州市高新区竹园路181号2楼,31.279556,120.552087
Suzhou,Jinlv District,No,Public,"The Second Affiliated Hospital of Soochow University, VIP Department","Orthopedics, Neurology, OB&GYN, Health Checkup","13F, Outpatient Building, 1055 Sanxiang Road, Jinlv District, Suzhou","8:00 am - 11:30 am, 1:00 pm - 4:30 pm",Closed,051-6778333,Eng,Yes,http://www.sdfey.com/,苏州市金闾区三香路1055号门诊13楼,31.295342,120.584058
Suzhou,Industrial Park,No,Dental,Tokushinkai Dental Clinic-Suzhou Industrial Park,Dental,"101 Suxin Plaza, 88 Jinjihu Road, Suzhou Industrial Park, Suzhou",10:00 am - 8:00 pm,10:00 am - 8:00 pm,"051-6763570
051-6763571","Eng
Kr",Yes,,苏州市工业园区金鸡湖路88号苏信大厦101单元,31.307173,120.675348
Suzhou,Industrial Park,No,Dental,S S Dental Clinic,Dental,"3F Business Facility SISPARK,  1355 Jinjihu Avenue, Suzhou Industrial Park, Suzhou",9:00 am - 7:00 pm,9:00 am - 7:00 pm,051-699757,"",Yes,,苏州市工业园区金鸡湖大道1355号国际科技园四期商业配套3楼,31.296191,120.666898
Suzhou,High Tech Zone,No,Dental,Tokushinkai Dental Clinic-Suzhou New District,Dental,"No.11,6F,ParadiseWalk 181 Tayuan Road., Suzhou New District",10:00 am - 8:00 pm,10:00 am - 8:00 pm,"051 6803501
051-680350","Eng
Jp  ",Yes,,苏州市高新区塔园路181号狮山天街生活广场6楼11号,31.29369,120.55365
Taizhou,Huangyan District,No,Dental,Taizhou Yafei Dental,Dental,"2-4 West Street, Huangyan District, Taizhou",9:00-12:00 am 13:30-17:00 pm,9:00-12:00 am 13:30-17:00 pm,0576-873333,Eng,Yes,,台州市黄岩区西街2-4号,28.648131,121.259944
Taiyuan,Xiaodian District,No,Wellness Checkup,Meinian Health Changfeng Clinic,Physical Checkup,"1F Dongfeng Jiayuan, east side of Changfeng Street, Xiaodian District, Taiyuan",7:50 am - 12:00 pm Monday is closed.,7:50 am - 12:00 pm,"01-13913 ext. 8308
1500058316 ",Eng,Yes,,太原市小店区长风街东口东风佳苑1层,37.818483,112.589099
Tangshan,High Tech Zone,No,Wellness Checkup,Meinian Health Tangshan Clinic,Physical Checkup,"A22 Shijilongting, east of North Longze Road, Gaoxin District, Tangshan",8:00 am - 11:30 am,"Saturday: 8:00 am - 11:00 am, Sunday is closed.","01-13913 ext. 8308
1500058316 ",Eng,Yes,,唐山市高新区龙泽北路东侧世纪龙庭底商A22号楼,39.671823,118.1859
Tianjin,TEDA,No,Wellness Checkup,Meinian Health Binhai Clinic,Physical Checkup,"26 Jieda Road, Third Street, Economic and Technological Development Zone, Tianjin",7:30 am - 10:00 am,Saturday: 7:30 am - 10:00 am Sunday is closed.,"01-13913 ext. 8308
1500058316 ",Eng,Yes,,天津市经济技术开发区第三大街捷达路26号,39.039967,117.688766
Tianjin,Nankai District,No,Wellness Checkup,Meinian Health Balitai Clinic,Physical Checkup,"5F Jingyan Mansion, 109 Weijin Road, Nankai District, Tianjin",7:30 am - 10:00 am,Saturday: 7:30 am - 10:00 am Sunday is closed.,"01-13913 ext. 8308
1500058316 ",Eng,Yes,,天津市南开区卫津路109号京燕大厦5层,39.099823,117.178532
